vélo;utilisateur;depart;heure départ;arrivée;heure arrivée
1766;96;2;2010-08-03T22:02:39;34;2010-08-06T02:38:59
1825;117;161;2010-08-03T22:14:09;95;2010-08-04T17:51:41
340;323;43;2010-08-03T22:26:46;55;2010-08-06T19:54:22
177;204;134;2010-08-03T22:45:02;54;2010-08-04T09:30:41
857;64;1;2010-08-03T22:47:04;163;2010-08-05T00:35:40
399;53;42;2010-08-03T22:59:16;150;2010-08-04T12:24:37
250;189;5;2010-08-03T23:05:29;51;2010-08-04T06:44:10
1192;140;151;2010-08-03T23:18:09;71;2010-08-04T03:33:58
1268;55;56;2010-08-03T23:24:41;82;2010-08-07T12:55:10
1401;90;103;2010-08-03T23:33:50;7;2010-08-04T09:47:07
388;3;55;2010-08-03T23:41:46;155;2010-08-04T12:48:01
1718;21;63;2010-08-03T23:43:26;60;2010-08-07T03:00:42
264;118;29;2010-08-03T23:52:01;11;2010-08-09T21:41:53
631;281;115;2010-08-03T23:58:55;53;2010-08-07T00:12:07
459;235;72;2010-08-04T00:15:48;106;2010-08-04T19:51:52
602;123;53;2010-08-04T00:32:36;115;2010-08-05T00:20:11
1209;47;11;2010-08-04T00:54:15;52;2010-08-05T15:43:36
1856;237;68;2010-08-04T01:01:17;137;2010-08-04T20:47:41
1642;22;45;2010-08-04T01:11:59;108;2010-08-04T06:36:56
1816;199;21;2010-08-04T01:14:48;90;2010-08-07T08:55:21
261;286;68;2010-08-04T01:16:47;35;2010-08-04T11:38:59
1236;42;82;2010-08-04T01:19:01;142;2010-08-04T21:42:30
134;171;113;2010-08-04T01:26:07;24;2010-08-05T11:59:02
1295;39;142;2010-08-04T01:33:18;29;2010-08-06T18:34:00
761;136;137;2010-08-04T01:48:10;153;2010-08-06T11:14:05
1455;148;114;2010-08-04T01:50:06;161;2010-08-05T10:34:11
1001;195;6;2010-08-04T01:51:53;113;2010-08-06T14:31:04
246;223;27;2010-08-04T01:56:28;157;2010-08-06T20:21:28
66;283;141;2010-08-04T02:05:25;26;2010-08-08T13:15:59
1392;83;11;2010-08-04T02:13:53;17;2010-08-04T17:57:15
1106;183;20;2010-08-04T02:21:16;115;2010-08-04T07:41:20
1946;23;86;2010-08-04T02:29:01;63;2010-08-04T22:47:25
555;19;178;2010-08-04T02:43:30;172;2010-08-08T07:08:07
74;151;100;2010-08-04T03:12:54;124;2010-08-07T08:15:58
1810;172;146;2010-08-04T03:25:02;81;2010-08-05T09:06:59
226;166;129;2010-08-04T03:28:58;44;2010-08-04T06:54:44
1478;288;110;2010-08-04T04:02:37;124;2010-08-05T13:31:53
579;164;114;2010-08-04T04:11:24;129;2010-08-07T07:52:18
1058;70;68;2010-08-04T04:48:19;107;2010-08-06T14:46:09
522;18;137;2010-08-04T04:54:57;46;2010-08-06T15:49:14
1696;181;58;2010-08-04T05:01:21;114;2010-08-08T00:58:07
797;97;35;2010-08-04T05:07:40;49;2010-08-05T05:27:45
1283;76;149;2010-08-04T05:11:18;118;2010-08-05T00:28:53
67;66;77;2010-08-04T05:23:39;30;2010-08-09T12:06:37
612;135;26;2010-08-04T05:32:09;42;2010-08-05T07:53:05
1699;311;148;2010-08-04T05:41:01;57;2010-08-06T05:04:56
767;1;127;2010-08-04T05:50:13;35;2010-08-04T19:43:51
1406;242;25;2010-08-04T06:07:16;96;2010-08-04T23:00:20
1195;115;155;2010-08-04T06:08:57;45;2010-08-05T15:37:13
1049;209;14;2010-08-04T06:11:35;47;2010-08-04T07:15:58
421;50;178;2010-08-04T06:17:44;41;2010-08-05T12:43:27
1482;94;65;2010-08-04T06:29:28;12;2010-08-06T21:53:26
1495;146;175;2010-08-04T06:33:33;60;2010-08-07T09:49:32
1880;62;15;2010-08-04T06:51:19;141;2010-08-07T18:37:08
1026;193;56;2010-08-04T06:58:19;143;2010-08-06T00:42:45
1838;88;176;2010-08-04T07:22:50;11;2010-08-07T23:06:47
1208;301;140;2010-08-04T07:31:54;78;2010-08-05T09:58:50
266;278;3;2010-08-04T07:59:01;25;2010-08-06T06:16:26
913;209;27;2010-08-04T08:23:15;134;2010-08-09T16:06:40
453;20;83;2010-08-04T08:25:02;112;2010-08-04T20:28:00
485;84;83;2010-08-04T08:33:23;133;2010-08-04T21:16:04
1809;216;86;2010-08-04T08:52:17;150;2010-08-09T19:08:27
298;1000322;156;2010-08-04T09:18:08;83;2010-08-06T19:11:26
533;292;52;2010-08-04T09:22:56;121;2010-08-05T03:05:49
688;26;63;2010-08-04T09:41:29;13;2010-08-06T09:08:31
477;1000320;121;2010-08-04T09:56:31;30;2010-08-12T02:23:38
1703;90;83;2010-08-04T10:01:32;155;2010-08-05T02:30:22
1337;46;103;2010-08-04T10:11:54;17;2010-08-04T11:11:40
1861;30;105;2010-08-04T10:20:16;6;2010-08-04T23:30:20
1493;13;33;2010-08-04T10:22:15;2;2010-08-04T11:36:07
1494;226;58;2010-08-04T10:31:57;77;2010-08-10T05:14:51
1451;185;72;2010-08-04T10:42:23;108;2010-08-10T13:27:36
1237;71;51;2010-08-04T10:50:29;137;2010-08-06T07:47:01
593;314;49;2010-08-04T11:03:49;54;2010-08-05T18:28:34
776;212;129;2010-08-04T11:21:04;137;2010-08-06T10:02:13
1119;222;140;2010-08-04T11:53:13;25;2010-08-04T15:57:11
1938;183;9;2010-08-04T11:59:36;42;2010-08-04T16:00:55
520;263;157;2010-08-04T12:06:42;166;2010-08-07T12:32:11
546;296;44;2010-08-04T12:15:55;27;2010-08-05T04:47:14
1827;244;60;2010-08-04T12:35:08;131;2010-08-06T14:37:38
1429;35;52;2010-08-04T12:45:39;90;2010-08-06T03:53:24
1355;204;53;2010-08-04T12:57:36;63;2010-08-05T22:52:47
327;87;158;2010-08-04T13:03:42;136;2010-08-05T08:06:56
640;233;45;2010-08-04T13:12:15;122;2010-08-08T20:15:49
635;60;37;2010-08-04T13:45:28;110;2010-08-07T16:04:11
1264;218;140;2010-08-04T13:51:38;19;2010-08-06T16:42:31
784;15;69;2010-08-04T13:59:47;90;2010-08-12T00:20:06
1687;132;45;2010-08-04T14:07:30;119;2010-08-10T22:12:32
1592;116;154;2010-08-04T14:17:28;76;2010-08-05T13:17:33
364;166;41;2010-08-04T14:26:13;114;2010-08-04T18:52:38
243;198;86;2010-08-04T14:42:24;93;2010-08-07T06:51:21
1600;3;165;2010-08-04T14:45:57;105;2010-08-05T12:07:52
258;276;127;2010-08-04T15:14:49;29;2010-08-06T08:29:23
233;1000323;133;2010-08-04T15:24:02;135;2010-08-06T13:51:39
155;189;127;2010-08-04T15:25:46;51;2010-08-04T18:35:44
1384;217;131;2010-08-04T15:30:45;73;2010-08-05T07:34:41
445;220;100;2010-08-04T15:41:23;79;2010-08-05T19:33:31
1068;286;134;2010-08-04T15:46:17;20;2010-08-05T06:26:18
1812;256;38;2010-08-04T16:09:09;131;2010-08-04T23:42:15
377;316;170;2010-08-04T16:16:02;78;2010-08-15T15:40:10
948;12;150;2010-08-04T16:26:46;171;2010-08-07T23:42:26
887;201;130;2010-08-04T16:32:41;41;2010-08-05T22:30:35
306;221;157;2010-08-04T16:43:54;155;2010-08-07T21:45:01
452;140;31;2010-08-04T16:52:46;159;2010-08-05T07:07:52
467;232;122;2010-08-04T17:04:50;47;2010-08-04T17:25:38
1186;290;7;2010-08-04T17:10:31;1;2010-08-07T16:30:28
1620;192;177;2010-08-04T17:16:31;151;2010-08-12T10:41:43
811;38;23;2010-08-04T17:22:52;99;2010-08-06T10:10:09
57;57;129;2010-08-04T17:34:08;146;2010-08-04T20:17:56
1829;324;102;2010-08-04T17:43:54;63;2010-08-05T11:41:05
820;307;55;2010-08-04T18:15:11;138;2010-08-06T23:11:58
17;89;119;2010-08-04T18:28:36;134;2010-08-06T10:36:28
1575;77;25;2010-08-04T18:44:45;16;2010-08-12T01:02:09
928;287;81;2010-08-04T18:46:50;164;2010-08-09T17:11:27
885;113;115;2010-08-04T18:59:55;104;2010-08-06T06:22:32
1057;53;9;2010-08-04T19:05:30;36;2010-08-05T18:07:37
1793;320;77;2010-08-04T19:26:42;49;2010-08-06T19:50:34
1564;125;89;2010-08-04T19:48:02;134;2010-08-05T19:05:33
429;152;90;2010-08-04T20:00:12;9;2010-08-05T01:03:24
1252;81;151;2010-08-04T20:14:08;76;2010-08-05T17:22:27
829;58;70;2010-08-04T20:36:09;95;2010-08-05T02:03:53
1032;183;81;2010-08-04T20:40:51;53;2010-08-06T11:11:11
1896;235;163;2010-08-04T20:44:25;58;2010-08-08T06:01:58
288;117;123;2010-08-04T20:58:35;31;2010-08-05T22:13:04
15;78;15;2010-08-04T21:06:50;72;2010-08-05T08:50:45
1503;219;140;2010-08-04T21:11:15;1;2010-08-07T21:13:28
1516;222;45;2010-08-04T21:23:18;78;2010-08-05T14:27:41
1940;24;59;2010-08-04T21:33:07;70;2010-08-09T16:27:46
394;84;98;2010-08-04T21:48:23;7;2010-08-06T14:07:07
172;255;28;2010-08-04T22:02:03;133;2010-08-05T16:21:46
1851;72;0;2010-08-04T22:11:16;100;2010-08-08T02:27:50
163;22;95;2010-08-04T22:19:32;77;2010-08-08T18:51:52
61;265;116;2010-08-04T22:23:31;1;2010-08-06T17:57:26
993;25;28;2010-08-04T22:42:18;19;2010-08-07T14:17:35
1531;65;43;2010-08-04T23:07:20;106;2010-08-06T11:08:19
1730;230;83;2010-08-04T23:16:41;163;2010-08-08T17:36:21
1254;256;47;2010-08-04T23:44:23;21;2010-08-06T14:55:06
467;306;47;2010-08-04T23:46:34;25;2010-08-08T11:32:22
1454;231;49;2010-08-05T00:52:07;26;2010-08-10T18:51:11
1305;175;112;2010-08-05T01:14:40;24;2010-08-05T02:14:25
643;309;123;2010-08-05T01:33:10;125;2010-08-08T17:13:34
726;194;162;2010-08-05T01:47:01;105;2010-08-12T06:45:17
1530;160;138;2010-08-05T01:52:57;107;2010-08-06T13:45:55
27;46;169;2010-08-05T01:57:33;53;2010-08-06T13:13:56
209;182;37;2010-08-05T02:11:33;63;2010-08-07T12:20:33
1839;213;56;2010-08-05T02:21:17;140;2010-08-06T17:01:54
1743;155;35;2010-08-05T02:27:50;118;2010-08-08T16:36:44
696;7;144;2010-08-05T02:43:34;43;2010-08-10T16:33:33
636;1;18;2010-08-05T02:53:35;46;2010-08-07T01:42:33
1523;205;117;2010-08-05T03:25:50;119;2010-08-07T07:12:33
1533;43;80;2010-08-05T03:27:57;130;2010-08-06T20:54:39
793;100;128;2010-08-05T03:35:33;148;2010-08-06T06:19:08
1242;105;27;2010-08-05T03:43:35;78;2010-08-06T04:17:41
1553;79;43;2010-08-05T03:50:14;44;2010-08-05T12:31:13
1976;17;153;2010-08-05T03:55:10;83;2010-08-05T16:03:53
721;227;58;2010-08-05T04:03:09;92;2010-08-07T10:55:21
451;40;29;2010-08-05T04:12:19;11;2010-08-05T14:54:53
332;196;159;2010-08-05T04:37:54;32;2010-08-07T18:16:42
1673;292;9;2010-08-05T04:56:14;24;2010-08-06T14:58:30
898;165;116;2010-08-05T05:03:15;157;2010-08-06T03:48:55
509;296;173;2010-08-05T05:14:23;125;2010-08-05T22:08:41
1539;250;53;2010-08-05T05:21:29;161;2010-08-05T21:59:54
1744;107;83;2010-08-05T05:42:48;44;2010-08-05T16:12:25
941;258;105;2010-08-05T05:50:28;43;2010-08-06T13:06:21
347;175;61;2010-08-05T06:01:21;87;2010-08-06T13:22:05
1450;277;10;2010-08-05T06:09:02;14;2010-08-07T20:57:10
982;69;63;2010-08-05T06:14:59;142;2010-08-05T08:36:04
1788;109;72;2010-08-05T06:23:50;159;2010-08-09T05:57:02
1367;143;73;2010-08-05T06:31:00;81;2010-08-06T06:07:16
802;58;110;2010-08-05T06:35:59;174;2010-08-15T23:18:11
1536;20;148;2010-08-05T06:38:49;13;2010-08-05T21:34:44
1946;268;63;2010-08-05T06:51:57;171;2010-08-05T07:56:28
1048;128;56;2010-08-05T06:55:51;131;2010-08-07T17:02:51
307;59;129;2010-08-05T06:59:20;70;2010-08-05T15:18:18
1920;114;147;2010-08-05T07:13:55;176;2010-08-07T05:03:49
1217;147;121;2010-08-05T07:16:19;91;2010-08-09T15:32:56
321;123;75;2010-08-05T07:21:40;0;2010-08-05T09:50:36
565;156;84;2010-08-05T07:25:39;3;2010-08-08T01:12:18
407;187;35;2010-08-05T07:28:30;161;2010-08-06T16:01:46
1235;291;63;2010-08-05T07:30:11;74;2010-08-08T12:45:06
597;1000324;97;2010-08-05T07:45:02;128;2010-08-09T07:11:35
805;318;57;2010-08-05T07:49:58;40;2010-08-06T15:27:46
448;97;97;2010-08-05T07:58:53;5;2010-08-06T03:28:30
521;57;31;2010-08-05T08:10:31;85;2010-08-06T06:39:19
127;74;60;2010-08-05T08:17:18;165;2010-08-10T13:19:44
916;273;50;2010-08-05T08:39:44;137;2010-08-06T08:08:07
4;36;15;2010-08-05T08:44:38;14;2010-08-07T16:41:35
1088;13;86;2010-08-05T08:56:57;122;2010-08-05T14:48:57
1736;69;7;2010-08-05T09:13:37;75;2010-08-06T17:35:06
167;237;70;2010-08-05T09:17:52;155;2010-08-09T09:08:36
1883;268;72;2010-08-05T09:27:34;82;2010-08-05T19:59:05
1020;259;97;2010-08-05T10:20:02;82;2010-08-06T15:05:25
712;92;17;2010-08-05T10:24:14;6;2010-08-05T12:52:34
1840;327;57;2010-08-05T10:27:41;38;2010-08-06T06:54:50
852;211;45;2010-08-05T10:42:19;34;2010-08-06T00:10:11
1156;6;92;2010-08-05T10:52:09;119;2010-08-05T17:17:51
321;30;0;2010-08-05T11:08:47;22;2010-08-07T17:31:44
983;158;80;2010-08-05T11:20:12;21;2010-08-06T23:48:29
1387;0;16;2010-08-05T11:48:36;51;2010-08-06T05:12:45
293;1000315;73;2010-08-05T11:57:08;136;2010-08-07T20:00:13
902;189;126;2010-08-05T12:14:56;111;2010-08-06T07:53:41
1956;42;45;2010-08-05T12:21:59;118;2010-08-06T04:34:27
474;284;88;2010-08-05T13:00:13;48;2010-08-06T20:17:52
526;186;92;2010-08-05T13:09:18;126;2010-08-08T16:56:45
752;3;94;2010-08-05T13:20:04;18;2010-08-07T02:35:51
809;252;80;2010-08-05T13:28:43;146;2010-08-06T14:00:22
387;328;101;2010-08-05T13:36:00;168;2010-08-06T12:27:48
197;247;64;2010-08-05T13:41:19;26;2010-08-06T06:36:29
121;23;175;2010-08-05T13:50:11;98;2010-08-06T21:15:28
1421;266;14;2010-08-05T13:52:06;138;2010-08-06T09:49:00
1925;45;68;2010-08-05T14:00:37;95;2010-08-06T16:25:27
1504;232;113;2010-08-05T14:37:33;14;2010-08-06T18:56:22
73;180;160;2010-08-05T14:46:50;103;2010-08-05T23:46:26
1481;51;53;2010-08-05T15:02:26;98;2010-08-06T00:57:32
920;61;24;2010-08-05T15:07:56;110;2010-08-06T08:42:35
1375;228;134;2010-08-05T15:11:57;29;2010-08-05T16:30:40
310;101;121;2010-08-05T15:22:55;166;2010-08-06T08:12:59
1176;59;178;2010-08-05T15:35:23;173;2010-08-05T18:51:08
49;122;127;2010-08-05T15:52:03;172;2010-08-10T01:10:02
1856;44;137;2010-08-05T15:54:34;147;2010-08-09T01:51:08
937;17;156;2010-08-05T16:40:38;134;2010-08-06T23:24:25
607;317;80;2010-08-05T16:46:30;48;2010-08-06T05:14:32
1277;87;29;2010-08-05T16:49:19;144;2010-08-07T19:20:30
901;168;78;2010-08-05T16:55:01;61;2010-08-10T11:38:05
207;324;149;2010-08-05T16:59:08;126;2010-08-13T18:33:09
1903;31;87;2010-08-05T17:09:01;122;2010-08-05T23:11:06
517;303;10;2010-08-05T17:13:51;60;2010-08-08T20:52:16
372;142;50;2010-08-05T17:24:37;31;2010-08-08T18:28:46
1907;148;150;2010-08-05T17:31:08;85;2010-08-09T23:20:10
564;275;57;2010-08-05T17:48:57;141;2010-08-06T11:29:52
557;282;150;2010-08-05T17:58:08;50;2010-08-07T04:38:43
1785;130;155;2010-08-05T18:00:00;3;2010-08-07T17:22:34
1637;286;135;2010-08-05T18:14:01;56;2010-08-06T11:03:14
1168;166;10;2010-08-05T18:41:16;2;2010-08-07T07:08:16
1538;78;130;2010-08-05T19:14:47;92;2010-08-08T18:03:20
345;141;44;2010-08-05T19:47:29;4;2010-08-07T06:20:47
868;123;96;2010-08-05T19:53:49;97;2010-08-06T12:31:24
1744;325;44;2010-08-05T20:06:15;48;2010-08-06T01:05:20
105;92;175;2010-08-05T20:32:21;132;2010-08-12T05:58:09
996;255;8;2010-08-05T20:46:40;95;2010-08-05T23:31:46
82;40;132;2010-08-05T20:59:50;131;2010-08-09T07:45:17
1852;59;146;2010-08-05T21:18:00;15;2010-08-06T03:06:36
1549;268;91;2010-08-05T21:39:07;112;2010-08-05T22:45:36
1403;120;49;2010-08-05T21:48:29;175;2010-08-06T09:27:45
1279;116;12;2010-08-05T21:56:15;114;2010-08-07T08:57:14
855;249;23;2010-08-05T22:03:30;33;2010-08-08T07:39:00
703;222;57;2010-08-05T22:22:22;159;2010-08-06T12:56:53
1108;322;76;2010-08-05T22:36:56;43;2010-08-06T21:45:44
988;85;109;2010-08-05T22:42:12;7;2010-08-07T22:09:05
675;301;161;2010-08-05T23:01:49;53;2010-08-09T15:01:57
878;83;60;2010-08-05T23:22:45;58;2010-08-07T02:25:23
1719;178;35;2010-08-05T23:26:28;89;2010-08-06T23:33:01
75;11;164;2010-08-05T23:39:02;39;2010-08-06T03:39:22
1442;274;158;2010-08-05T23:54:50;137;2010-08-08T09:22:15
1244;135;15;2010-08-05T23:56:32;25;2010-08-06T00:34:13
1175;91;169;2010-08-06T00:01:55;30;2010-08-06T04:41:48
859;103;178;2010-08-06T00:16:28;50;2010-08-06T16:20:51
646;321;67;2010-08-06T00:24:27;1;2010-08-06T03:35:54
1098;293;4;2010-08-06T00:47:08;47;2010-08-08T11:58:33
281;171;120;2010-08-06T00:52:18;172;2010-08-09T19:55:20
240;248;50;2010-08-06T01:30:40;30;2010-08-09T09:03:14
1169;172;17;2010-08-06T01:45:25;109;2010-08-06T07:01:08
912;220;106;2010-08-06T01:47:28;165;2010-08-06T21:36:40
596;110;80;2010-08-06T01:55:11;42;2010-08-06T18:12:15
433;86;91;2010-08-06T02:00:39;39;2010-08-08T23:28:57
319;250;16;2010-08-06T02:02:34;150;2010-08-06T17:17:26
1649;170;93;2010-08-06T02:04:54;166;2010-08-06T12:49:38
886;5;3;2010-08-06T02:12:15;7;2010-08-11T00:36:34
1820;329;175;2010-08-06T02:34:07;8;2010-08-07T10:10:53
1338;267;75;2010-08-06T02:43:59;126;2010-08-08T13:37:16
1780;302;73;2010-08-06T03:16:33;150;2010-08-10T11:49:44
1789;217;56;2010-08-06T03:42:46;61;2010-08-07T06:09:13
732;154;81;2010-08-06T04:04:57;23;2010-08-07T11:58:42
537;140;22;2010-08-06T04:07:51;69;2010-08-07T23:55:52
1139;32;139;2010-08-06T04:50:57;66;2010-08-06T18:24:49
510;310;146;2010-08-06T05:02:03;14;2010-08-06T19:27:21
602;184;115;2010-08-06T05:24:19;35;2010-08-15T10:43:56
1039;180;96;2010-08-06T05:26:58;15;2010-08-06T08:49:53
104;314;140;2010-08-06T05:34:59;3;2010-08-08T04:25:16
1088;297;122;2010-08-06T05:46:20;163;2010-08-06T07:07:37
185;68;116;2010-08-06T06:04:19;77;2010-08-06T15:41:11
1904;1000325;54;2010-08-06T06:31:00;110;2010-08-10T03:01:15
1488;305;43;2010-08-06T06:47:05;51;2010-08-09T14:43:56
885;96;104;2010-08-06T06:51:28;26;2010-08-10T00:37:41
1489;179;157;2010-08-06T07:16:16;54;2010-08-06T16:10:40
957;201;59;2010-08-06T07:18:42;29;2010-08-06T11:46:27
1062;105;44;2010-08-06T07:20:25;23;2010-08-09T13:58:39
1615;57;58;2010-08-06T07:25:52;146;2010-08-06T22:43:12
218;51;57;2010-08-06T07:31:07;43;2010-08-06T11:05:52
947;11;23;2010-08-06T07:34:19;129;2010-08-07T01:07:18
1734;215;1;2010-08-06T07:38:54;74;2010-08-06T19:34:54
1871;162;124;2010-08-06T08:01:32;142;2010-08-08T17:34:09
671;176;99;2010-08-06T08:21:24;80;2010-08-06T22:56:10
773;135;50;2010-08-06T08:25:48;17;2010-08-10T07:22:27
1106;53;115;2010-08-06T08:39:08;138;2010-08-09T16:50:45
172;317;133;2010-08-06T09:06:37;64;2010-08-07T18:14:05
1130;47;90;2010-08-06T09:30:13;129;2010-08-07T15:17:01
1305;127;24;2010-08-06T09:33:14;168;2010-08-09T12:15:03
737;177;113;2010-08-06T09:52:57;39;2010-08-08T08:04:20
1044;26;84;2010-08-06T10:15:42;78;2010-08-08T17:11:24
69;264;43;2010-08-06T10:21:50;14;2010-08-09T12:52:07
1469;13;4;2010-08-06T10:30:45;111;2010-08-06T14:22:09
488;35;18;2010-08-06T10:45:24;28;2010-08-06T22:03:29
92;144;88;2010-08-06T10:51:48;60;2010-08-07T13:11:02
1934;143;17;2010-08-06T11:17:10;71;2010-08-08T16:29:50
501;286;39;2010-08-06T11:22:51;100;2010-08-06T11:25:26
1181;210;1;2010-08-06T11:33:30;13;2010-08-16T15:51:55
1569;165;103;2010-08-06T11:37:55;115;2010-08-08T11:18:52
210;200;120;2010-08-06T12:02:27;61;2010-08-06T16:50:17
324;288;71;2010-08-06T12:11:47;111;2010-08-09T03:56:57
798;124;56;2010-08-06T12:20:48;103;2010-08-07T04:41:23
1463;71;129;2010-08-06T12:35:09;47;2010-08-06T14:12:35
1935;97;35;2010-08-06T12:54:21;68;2010-08-06T18:16:08
765;242;30;2010-08-06T13:12:03;121;2010-08-13T10:44:10
672;311;170;2010-08-06T13:31:36;28;2010-08-06T23:35:23
1220;204;19;2010-08-06T13:39:35;148;2010-08-08T15:02:35
1855;90;75;2010-08-06T14:27:11;75;2010-08-09T03:42:53
1039;197;15;2010-08-06T14:42:41;89;2010-08-07T16:13:06
214;251;115;2010-08-06T14:53:05;115;2010-08-06T17:05:17
1254;121;21;2010-08-06T15:08:24;31;2010-08-06T15:38:49
904;245;118;2010-08-06T15:16:49;106;2010-08-10T09:15:47
1380;152;48;2010-08-06T15:20:22;53;2010-08-07T18:30:30
801;153;135;2010-08-06T15:34:59;161;2010-08-08T00:12:35
1509;89;21;2010-08-06T15:57:46;160;2010-08-10T16:08:33
1985;37;156;2010-08-06T16:08:32;59;2010-08-06T19:41:24
1405;175;95;2010-08-06T16:34:43;102;2010-08-09T09:57:31
1330;149;89;2010-08-06T16:58:37;80;2010-08-07T14:01:23
1321;179;41;2010-08-06T17:12:32;122;2010-08-09T13:21:57
1535;296;177;2010-08-06T17:23:39;168;2010-08-08T19:37:28
367;75;104;2010-08-06T17:28:02;133;2010-08-09T21:35:52
1893;246;45;2010-08-06T17:43:52;88;2010-08-09T11:40:32
1310;261;28;2010-08-06T17:48:52;21;2010-08-09T11:02:42
171;218;82;2010-08-06T18:02:11;118;2010-08-10T09:13:44
959;187;5;2010-08-06T18:10:28;170;2010-08-10T13:10:39
821;266;27;2010-08-06T18:20:43;172;2010-08-08T12:38:38
1304;79;167;2010-08-06T18:42:23;146;2010-08-07T16:43:35
615;195;140;2010-08-06T18:50:12;99;2010-08-06T20:24:53
1163;200;58;2010-08-06T19:08:45;78;2010-08-07T00:31:50
434;213;165;2010-08-06T19:14:49;106;2010-08-07T00:05:49
164;136;129;2010-08-06T19:22:30;4;2010-08-07T04:32:03
897;323;17;2010-08-06T20:30:21;125;2010-08-12T15:15:51
1520;1000323;61;2010-08-06T20:39:04;86;2010-08-07T04:47:41
791;160;31;2010-08-06T20:46:10;174;2010-08-08T05:05:37
1665;195;50;2010-08-06T21:01:05;22;2010-08-08T21:07:48
408;33;171;2010-08-06T21:06:10;156;2010-08-06T21:55:58
1926;275;66;2010-08-06T21:19:12;106;2010-08-08T14:00:43
1843;244;152;2010-08-06T21:25:43;147;2010-08-07T00:47:29
68;1000326;64;2010-08-06T21:28:21;165;2010-08-12T19:54:34
106;51;53;2010-08-06T22:09:36;68;2010-08-07T04:56:18
1956;39;118;2010-08-06T22:14:18;63;2010-08-13T01:13:32
392;310;63;2010-08-06T22:22:20;63;2010-08-07T01:28:32
1541;32;78;2010-08-06T22:29:24;22;2010-08-06T23:58:27
1923;315;124;2010-08-06T23:00:55;124;2010-08-13T15:57:11
1418;176;174;2010-08-06T23:21:01;64;2010-08-07T01:09:53
571;202;63;2010-08-06T23:38:16;0;2010-08-07T15:06:37
1082;68;164;2010-08-06T23:41:58;122;2010-08-10T05:43:02
140;228;145;2010-08-07T00:02:46;105;2010-08-09T05:20:45
822;17;123;2010-08-07T00:16:10;20;2010-08-07T17:17:04
297;276;160;2010-08-07T00:21:39;62;2010-08-10T09:25:01
1545;297;46;2010-08-07T00:27:26;59;2010-08-13T02:38:30
594;1000322;56;2010-08-07T00:56:17;11;2010-08-07T13:04:52
1202;101;30;2010-08-07T00:58:23;67;2010-08-09T13:23:40
1964;18;22;2010-08-07T01:19:45;145;2010-08-08T15:09:06
1280;222;129;2010-08-07T01:22:41;61;2010-08-07T08:19:30
1671;161;108;2010-08-07T01:34:39;56;2010-08-09T21:19:30
1637;117;56;2010-08-07T01:47:44;122;2010-08-08T01:45:11
606;273;123;2010-08-07T02:02:53;39;2010-08-08T05:48:48
1948;252;164;2010-08-07T02:07:51;178;2010-08-07T06:29:35
808;49;151;2010-08-07T02:13:08;33;2010-08-08T14:11:45
1792;43;133;2010-08-07T02:17:36;138;2010-08-09T08:31:48
1943;189;32;2010-08-07T02:19:51;10;2010-08-07T12:29:33
665;256;4;2010-08-07T02:27:22;65;2010-08-07T12:04:29
595;42;132;2010-08-07T02:30:25;156;2010-08-07T05:46:45
299;265;148;2010-08-07T02:45:29;122;2010-08-08T10:51:17
1230;158;61;2010-08-07T03:10:15;110;2010-08-07T12:45:12
966;211;25;2010-08-07T03:17:01;45;2010-08-12T04:08:03
1532;304;33;2010-08-07T03:31:53;28;2010-08-10T14:47:25
1054;59;76;2010-08-07T03:39:03;5;2010-08-07T20:11:23
1745;23;93;2010-08-07T03:47:43;21;2010-08-07T11:24:10
1315;108;56;2010-08-07T04:04:48;142;2010-08-09T15:38:29
448;125;5;2010-08-07T04:14:47;144;2010-08-07T05:31:47
630;115;150;2010-08-07T04:19:30;174;2010-08-10T08:01:09
1657;319;70;2010-08-07T04:22:51;140;2010-08-07T08:26:35
1649;250;166;2010-08-07T04:24:41;75;2010-08-08T12:01:51
1081;330;43;2010-08-07T05:18:17;18;2010-08-09T13:46:11
1348;34;105;2010-08-07T05:24:25;170;2010-08-07T10:01:53
1282;183;172;2010-08-07T05:34:22;167;2010-08-07T20:59:42
615;200;99;2010-08-07T05:54:35;145;2010-08-08T10:10:20
626;110;50;2010-08-07T06:01:38;149;2010-08-09T04:00:57
1959;65;151;2010-08-07T06:12:04;89;2010-08-08T15:43:34
1799;241;10;2010-08-07T06:36:47;163;2010-08-07T15:29:32
578;131;149;2010-08-07T06:40:02;144;2010-08-08T07:42:52
823;318;81;2010-08-07T06:44:30;133;2010-08-07T08:49:18
1679;42;139;2010-08-07T06:59:39;20;2010-08-07T07:20:00
996;21;95;2010-08-07T07:29:36;171;2010-08-08T02:13:02
613;84;111;2010-08-07T07:33:08;41;2010-08-08T20:05:28
1587;166;80;2010-08-07T07:38:50;136;2010-08-10T00:45:01
59;236;116;2010-08-07T07:40:44;53;2010-08-07T11:48:56
903;129;37;2010-08-07T07:46:30;71;2010-08-08T13:45:51
1541;103;22;2010-08-07T07:57:56;79;2010-08-08T05:45:46
961;247;66;2010-08-07T08:01:39;92;2010-08-10T11:27:04
119;259;77;2010-08-07T08:09:02;54;2010-08-07T11:15:26
963;6;115;2010-08-07T08:21:30;65;2010-08-07T16:00:59
88;50;12;2010-08-07T08:23:38;42;2010-08-07T10:15:00
